housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
52,281.0,103.0,470.0,96.0,1.9375,h ocean,38800
40,561.0,284.0,662.0,205.0,0.9234,h ocean,187500
26,2107.0,809.0,2821.0,572.0,0.844,h ocean,350000
25,1407.0,550.0,1193.0,472.0,1.2989,h ocean,225000
50,180.0,89.0,356.0,76.0,2.1944,h ocean,158300
52,142.0,47.0,137.0,45.0,1.8333,h ocean,312500
49,299.0,90.0,287.0,68.0,1.2096,h ocean,100000
52,1274.0,418.0,1655.0,368.0,2.1905,h ocean,124000
32,1375.0,448.0,1698.0,432.0,1.6302,h ocean,130700
38,980.0,285.0,1308.0,310.0,1.5652,h ocean,123100
38,1091.0,349.0,1786.0,340.0,2.131,h ocean,136500
40,1259.0,362.0,1499.0,327.0,1.8382,h ocean,126400
37,1551.0,501.0,2173.0,474.0,2.1667,h ocean,117700
48,1465.0,440.0,1859.0,400.0,1.3134,h ocean,96200
46,1249.0,357.0,1607.0,331.0,2.0703,h ocean,114800
41,848.0,323.0,1428.0,313.0,1.5603,h ocean,109600
39,698.0,232.0,1046.0,228.0,2.2356,h ocean,119500
35,1368.0,486.0,2239.0,461.0,1.913,h ocean,114300
33,1676.0,525.0,2564.0,515.0,2.1957,h ocean,100800
28,481.0,136.0,596.0,128.0,1.2396,h ocean,90300
32,1311.0,410.0,1792.0,396.0,2.3304,h ocean,119900
48,542.0,150.0,571.0,114.0,1.8485,h ocean,90600
48,396.0,99.0,485.0,110.0,2.375,h ocean,107500
43,1456.0,444.0,2098.0,433.0,1.8929,h ocean,99200
31,1301.0,403.0,1952.0,377.0,2.1466,h ocean,100800
30,405.0,86.0,376.0,68.0,1.7813,h ocean,127500
45,782.0,270.0,1030.0,235.0,1.0898,h ocean,93400
36,879.0,262.0,1034.0,236.0,1.2857,h ocean,99300
43,1429.0,386.0,1412.0,354.0,1.3287,h ocean,107200
43,1575.0,475.0,1980.0,469.0,1.7425,h ocean,100500
30,962.0,291.0,1280.0,263.0,1.4464,h ocean,110200
38,697.0,208.0,749.0,206.0,1.4653,h ocean,118800
47,1269.0,323.0,1628.0,325.0,1.5089,h ocean,115800
37,2451.0,668.0,2824.0,598.0,1.9074,h ocean,99600
42,990.0,289.0,1167.0,281.0,1.4524,h ocean,126800
46,879.0,253.0,1010.0,221.0,2.1776,h ocean,118300
21,1314.0,375.0,1505.0,366.0,2.319,h ocean,97200
35,1193.0,355.0,1784.0,341.0,1.8652,h ocean,116100
35,1672.0,556.0,2106.0,519.0,1.2206,h ocean,129200
47,921.0,264.0,881.0,221.0,1.4327,h ocean,114100
43,1235.0,385.0,1745.0,372.0,2.0817,h ocean,113300
46,1748.0,428.0,1707.0,409.0,2.148,h ocean,103800
48,1869.0,461.0,1834.0,441.0,1.7052,h ocean,107400
47,780.0,237.0,888.0,215.0,1.75,h ocean,95800
43,2179.0,682.0,2624.0,609.0,1.8641,h ocean,108200
41,1733.0,492.0,1776.0,453.0,1.6221,h ocean,104200
36,1033.0,267.0,1112.0,229.0,1.7237,h ocean,105800
36,1176.0,309.0,1267.0,292.0,1.6382,h ocean,105000
32,1218.0,342.0,1292.0,304.0,1.5781,h ocean,102900
41,1768.0,475.0,1721.0,474.0,1.303,h ocean,90400
34,1905.0,552.0,2194.0,521.0,1.4792,h ocean,95800
23,588.0,157.0,716.0,173.0,1.2056,h ocean,87500
43,863.0,206.0,788.0,187.0,0.9463,h ocean,95000
29,1419.0,363.0,1696.0,317.0,2.2813,h ocean,101300
38,1715.0,414.0,1714.0,389.0,1.7132,h ocean,108200
44,448.0,116.0,504.0,96.0,1.875,h ocean,98600
41,1425.0,372.0,1803.0,353.0,1.6731,h ocean,88200
42,2261.0,574.0,2496.0,527.0,1.5556,h ocean,98500
39,1274.0,319.0,1362.0,324.0,2.1793,h ocean,107900
27,1611.0,479.0,1457.0,458.0,0.8941,h ocean,91900
37,2615.0,697.0,2484.0,630.0,1.9208,h ocean,103400
40,2099.0,599.0,2311.0,529.0,1.852,h ocean,101500
43,1638.0,434.0,1213.0,390.0,1.3403,h ocean,110800
43,1258.0,381.0,1276.0,358.0,1.8917,h ocean,106900
47,1865.0,465.0,1916.0,438.0,1.8242,h ocean,95000
36,2016.0,505.0,1807.0,464.0,1.6901,h ocean,103500
30,504.0,140.0,529.0,123.0,1.9531,h ocean,100000
35,932.0,294.0,1153.0,282.0,1.4886,h ocean,100000
38,1407.0,447.0,1783.0,402.0,1.8086,h ocean,97100
46,441.0,167.0,621.0,144.0,1.8824,h ocean,162500
46,1098.0,426.0,1510.0,374.0,2.1382,h ocean,156300
40,885.0,312.0,799.0,221.0,1.1667,h ocean,143800
48,4217.0,1095.0,3298.0,949.0,1.9152,h ocean,122300
27,2190.0,626.0,1768.0,528.0,1.2446,h ocean,103800
26,2001.0,582.0,2044.0,557.0,1.1563,h ocean,118800
42,2386.0,670.0,2327.0,661.0,1.6699,h ocean,108000
35,1147.0,290.0,818.0,281.0,1.7961,h ocean,111700
50,1463.0,354.0,912.0,293.0,1.7386,h ocean,109400
41,1046.0,216.0,727.0,201.0,1.6667,h ocean,116900
43,2255.0,533.0,1568.0,470.0,1.6955,h ocean,115200
39,2073.0,566.0,1246.0,547.0,2.0417,h ocean,117100
46,2217.0,489.0,1227.0,448.0,1.6851,h ocean,108800
48,2544.0,532.0,1357.0,498.0,2.5263,h ocean,121000
52,2547.0,475.0,1417.0,444.0,1.8214,h ocean,123200
52,1793.0,350.0,1303.0,366.0,3.0759,h ocean,123700
42,814.0,223.0,511.0,188.0,2.3942,h ocean,123200
50,2238.0,673.0,2247.0,583.0,1.6505,h ocean,125000
52,1743.0,421.0,1206.0,384.0,1.6875,h ocean,116000
52,1908.0,428.0,1271.0,394.0,2.5885,h ocean,136200
52,1444.0,343.0,1154.0,334.0,2.0625,h ocean,134400
34,2305.0,775.0,2450.0,740.0,1.7143,h ocean,132000
46,1650.0,463.0,1992.0,458.0,2.3403,h ocean,114100
6,1487.0,468.0,1509.0,403.0,1.4639,h ocean,112500
39,751.0,207.0,1010.0,231.0,1.6036,h ocean,137500
30,1385.0,518.0,1730.0,472.0,1.0539,h ocean,142500
50,2601.0,794.0,3080.0,770.0,1.8656,h ocean,122900
43,713.0,245.0,880.0,237.0,1.2065,h ocean,103600
52,795.0,308.0,1118.0,275.0,1.2175,h ocean,131300
48,483.0,190.0,775.0,188.0,2.3309,h ocean,126600
38,3335.0,921.0,3612.0,887.0,2.125,h ocean,118800
42,1534.0,417.0,1295.0,380.0,2.0938,h ocean,119200
42,855.0,284.0,890.0,247.0,1.2778,h ocean,112500
44,2636.0,725.0,2182.0,651.0,1.432,h ocean,124000
48,1514.0,376.0,1353.0,344.0,2.1607,h ocean,96100
44,1753.0,387.0,1165.0,380.0,2.1354,h ocean,105800
41,1807.0,493.0,1731.0,471.0,1.2347,h ocean,111700
52,1319.0,295.0,898.0,271.0,2.7727,h ocean,128600
40,1131.0,281.0,859.0,230.0,1.1806,h ocean,134600
52,1420.0,355.0,1080.0,353.0,1.5179,h ocean,116100
52,2579.0,494.0,1558.0,458.0,2.0809,h ocean,109600
52,1686.0,377.0,982.0,356.0,2.0958,h ocean,116400
52,1296.0,246.0,853.0,238.0,3.05,h ocean,111600
52,1542.0,309.0,939.0,276.0,1.6892,h ocean,129100
52,1718.0,354.0,1026.0,312.0,2.0,h ocean,128000
52,1630.0,379.0,1413.0,405.0,1.933,h ocean,120000
52,2709.0,642.0,1751.0,613.0,2.1116,h ocean,122500
47,1551.0,362.0,1329.0,322.0,1.9792,h ocean,116400
48,2235.0,433.0,1363.0,433.0,1.6559,h ocean,101400
47,1525.0,359.0,982.0,333.0,2.0915,h ocean,126600
45,1489.0,339.0,791.0,316.0,2.2339,h ocean,104800
44,1703.0,358.0,789.0,249.0,1.7083,h ocean,100000
46,2608.0,636.0,1766.0,596.0,1.5846,h ocean,114800
47,2637.0,588.0,1903.0,521.0,1.8317,h ocean,96500
47,2212.0,533.0,1903.0,554.0,1.9853,h ocean,101100
46,2577.0,703.0,2446.0,687.0,1.275,h ocean,98300
46,2198.0,530.0,2067.0,497.0,2.0542,h ocean,103400
52,1283.0,342.0,1363.0,329.0,2.5848,h ocean,101900
49,2174.0,481.0,1861.0,484.0,1.7159,h ocean,95000
46,1211.0,321.0,1153.0,282.0,1.7849,h ocean,99300
52,3104.0,645.0,1498.0,581.0,2.6667,h ocean,128000
50,1655.0,256.0,672.0,260.0,4.2554,h ocean,194300
48,1949.0,308.0,823.0,340.0,3.3906,h ocean,189700
50,1842.0,377.0,817.0,341.0,3.1548,h ocean,157700
47,1745.0,371.0,1079.0,368.0,2.4022,h ocean,123400
46,2223.0,361.0,968.0,373.0,4.26,h ocean,182600
47,1320.0,259.0,653.0,291.0,3.7727,h ocean,193000
42,2043.0,378.0,869.0,416.0,3.5,h ocean,181100
44,4032.0,913.0,1622.0,848.0,2.4934,h ocean,165800
43,2227.0,564.0,956.0,472.0,2.0217,h ocean,187500
44,1762.0,463.0,786.0,445.0,1.9231,h ocean,188500
44,2182.0,492.0,878.0,493.0,1.9631,h ocean,181300
50,3250.0,693.0,2300.0,675.0,1.95,h ocean,112600
50,2189.0,460.0,1097.0,469.0,2.4583,h ocean,120900
47,1671.0,388.0,895.0,317.0,2.2054,h ocean,121500
47,825.0,187.0,416.0,173.0,2.3333,h ocean,133300
24,873.0,320.0,529.0,308.0,0.9304,h ocean,151600
43,2028.0,479.0,1074.0,394.0,2.5909,h ocean,98700
49,1407.0,269.0,889.0,283.0,1.9779,h ocean,114200
44,1918.0,387.0,1041.0,364.0,2.8542,h ocean,126500
46,1582.0,315.0,777.0,286.0,3.2083,h ocean,149600
48,2009.0,335.0,919.0,297.0,4.8125,h ocean,170500
48,1260.0,284.0,791.0,280.0,2.1875,h ocean,115200
43,1257.0,232.0,735.0,232.0,3.7167,h ocean,108900
43,2224.0,550.0,1598.0,545.0,2.8274,h ocean,122500
46,1217.0,322.0,662.0,305.0,3.1731,h ocean,140300
47,949.0,210.0,574.0,217.0,2.175,h ocean,114700
40,1298.0,277.0,791.0,255.0,3.2344,h ocean,104300
47,1528.0,331.0,864.0,308.0,1.9732,h ocean,101000
46,1611.0,339.0,921.0,314.0,3.0833,h ocean,103300
28,3889.0,1199.0,3121.0,1046.0,1.8806,h ocean,113900
32,1784.0,489.0,1472.0,476.0,1.6477,h ocean,108900
38,3063.0,796.0,2153.0,721.0,1.8472,h ocean,149100
48,2225.0,433.0,1170.0,401.0,2.9643,h ocean,140400
46,2126.0,409.0,1292.0,414.0,2.9315,h ocean,149000
47,2183.0,380.0,927.0,371.0,4.9531,h ocean,180100
47,2512.0,461.0,1082.0,426.0,3.8235,h ocean,207600
34,397.0,132.0,250.0,121.0,1.675,h ocean,166700
44,1448.0,314.0,861.0,310.0,2.2396,h ocean,108600
52,1778.0,320.0,795.0,279.0,3.5114,h ocean,138800
49,1412.0,333.0,901.0,328.0,1.7067,h ocean,118600
30,3112.0,931.0,2739.0,841.0,1.6531,h ocean,118500
44,2526.0,579.0,1423.0,573.0,2.5363,h ocean,158800
47,1830.0,369.0,922.0,377.0,4.1635,h ocean,156400
46,3745.0,798.0,1502.0,808.0,3.8643,h ocean,195800
33,3140.0,466.0,1214.0,464.0,6.5044,h ocean,350400
33,2263.0,430.0,900.0,382.0,4.4028,h ocean,246800
31,1893.0,450.0,819.0,426.0,4.3077,h ocean,140600
11,1249.0,313.0,625.0,336.0,0.8702,h ocean,170500
35,1359.0,359.0,655.0,341.0,2.5568,h ocean,312500
37,4291.0,1102.0,1941.0,953.0,1.7945,h ocean,106300
38,2318.0,735.0,1407.0,702.0,1.6187,h ocean,266700
44,1527.0,246.0,608.0,245.0,4.0357,h ocean,187800
34,3978.0,1073.0,2725.0,1035.0,1.7622,h ocean,167900
34,5218.0,1576.0,3538.0,1371.0,1.5143,h ocean,118800
27,3358.0,1069.0,2415.0,956.0,1.4589,h ocean,87500
33,3246.0,601.0,1585.0,603.0,3.6629,h ocean,353200
35,3776.0,435.0,1583.0,749.0,3.5486,h ocean,332100
28,3085.0,621.0,1162.0,558.0,3.25,h ocean,301000
35,1138.0,304.0,1128.0,311.0,1.8818,h ocean,100000
37,1971.0,513.0,1673.0,464.0,1.4625,h ocean,103000
39,979.0,235.0,857.0,236.0,2.5547,h ocean,108900
41,1582.0,416.0,1422.0,370.0,1.0516,h ocean,108300
43,1902.0,398.0,1153.0,363.0,1.9375,h ocean,112900
44,1458.0,326.0,1159.0,283.0,1.1645,h ocean,98200
43,1534.0,384.0,1231.0,329.0,2.5437,h ocean,94500
44,1597.0,388.0,902.0,321.0,1.9556,h ocean,93300
45,1701.0,452.0,1484.0,427.0,1.84,h ocean,91400
44,222.0,54.0,234.0,77.0,5.1136,h ocean,111700
49,857.0,196.0,694.0,228.0,2.895,h ocean,108000
52,1837.0,426.0,1062.0,343.0,2.0,h ocean,96500
52,1607.0,331.0,900.0,295.0,3.5982,h ocean,96600
50,1985.0,454.0,1090.0,410.0,1.825,h ocean,106600
52,1975.0,379.0,1043.0,371.0,2.3977,h ocean,112200
49,1993.0,446.0,1052.0,394.0,2.2138,h ocean,119800
44,2261.0,555.0,1348.0,455.0,1.9125,h ocean,97200
48,1124.0,231.0,783.0,223.0,3.4444,h ocean,93100
52,1371.0,315.0,986.0,277.0,2.9432,h ocean,94000
48,2010.0,445.0,1208.0,404.0,1.6611,h ocean,95800
48,1998.0,410.0,1176.0,382.0,3.0455,h ocean,102400
44,1242.0,270.0,811.0,274.0,2.9375,h ocean,95200
42,2833.0,768.0,2542.0,725.0,1.3479,h ocean,100000
46,1118.0,300.0,786.0,254.0,1.4042,h ocean,110000
39,1306.0,345.0,1332.0,331.0,1.9564,h ocean,92200
47,865.0,193.0,782.0,217.0,2.2411,h ocean,93000
45,1720.0,416.0,1382.0,365.0,0.9337,h ocean,92300
19,883.0,313.0,726.0,277.0,0.9809,h ocean,121400
30,1162.0,318.0,1207.0,289.0,1.223,h ocean,100000
31,1068.0,271.0,1091.0,281.0,1.689,h ocean,102600
31,2017.0,566.0,2063.0,521.0,1.9219,h ocean,107000
35,2305.0,634.0,1978.0,568.0,1.375,h ocean,100000
43,2660.0,672.0,2133.0,588.0,1.7734,h ocean,107300
46,1425.0,317.0,1140.0,304.0,3.375,h ocean,98500
44,1521.0,289.0,1074.0,285.0,2.0673,h ocean,99800
42,944.0,200.0,567.0,190.0,2.6311,h ocean,124100
50,2270.0,451.0,1000.0,412.0,2.1221,h ocean,119400
52,1595.0,325.0,823.0,302.0,3.2188,h ocean,124200
47,2066.0,422.0,1156.0,380.0,2.7917,h ocean,125800
52,1629.0,277.0,819.0,288.0,3.725,h ocean,142600
48,1541.0,314.0,819.0,312.0,3.0917,h ocean,136100
41,1353.0,286.0,751.0,250.0,2.7401,h ocean,131700
50,1843.0,326.0,892.0,314.0,3.1346,h ocean,120000
43,1823.0,358.0,1065.0,342.0,3.2708,h ocean,131000
44,1558.0,333.0,1095.0,316.0,4.0043,h ocean,133500
44,2490.0,430.0,1305.0,411.0,4.8295,h ocean,149600
43,2104.0,393.0,1132.0,394.0,3.0682,h ocean,142000
43,2118.0,569.0,1266.0,500.0,1.747,h ocean,121000
43,2149.0,493.0,1316.0,462.0,1.528,h ocean,131800
46,1686.0,303.0,870.0,320.0,3.4643,h ocean,136300
48,2015.0,356.0,1020.0,338.0,4.0625,h ocean,138700
48,3139.0,587.0,1319.0,506.0,3.5208,h ocean,134200
36,1717.0,417.0,902.0,368.0,1.4868,h ocean,113200
43,2009.0,442.0,1095.0,439.0,2.8299,h ocean,109500
39,2802.0,618.0,1524.0,529.0,2.6518,h ocean,136300
41,1175.0,340.0,1241.0,352.0,1.2273,h ocean,98400
34,2074.0,562.0,1913.0,514.0,1.6156,h ocean,102100
34,2771.0,802.0,2782.0,715.0,1.6652,h ocean,99000
31,4022.0,1208.0,3707.0,1007.0,1.3096,h ocean,116300
47,2112.0,417.0,1161.0,368.0,3.9722,h ocean,117400
52,2523.0,460.0,1167.0,413.0,3.0625,h ocean,127400
47,1586.0,322.0,1077.0,339.0,4.4861,h ocean,140400
47,2005.0,392.0,1134.0,415.0,3.7143,h ocean,140300
30,1702.0,443.0,1966.0,442.0,1.5521,h ocean,97500
30,1966.0,584.0,2028.0,535.0,1.625,h ocean,101500
38,1454.0,323.0,1098.0,297.0,1.5109,h ocean,104000
41,656.0,162.0,730.0,170.0,1.8047,h ocean,101800
43,1240.0,312.0,1100.0,311.0,1.575,h ocean,97500
45,1696.0,424.0,1502.0,429.0,1.3042,h ocean,99200
39,2062.0,588.0,1933.0,570.0,1.3801,h ocean,97000
44,1722.0,457.0,2177.0,401.0,2.125,h ocean,92500
43,762.0,206.0,854.0,188.0,1.2315,h ocean,98200
46,1295.0,351.0,1120.0,323.0,1.7121,h ocean,98200
44,1246.0,308.0,1031.0,295.0,1.9556,h ocean,96300
46,1521.0,352.0,1100.0,334.0,1.55,h ocean,100600
46,1086.0,249.0,880.0,250.0,1.5962,h ocean,95700
45,1546.0,371.0,1186.0,366.0,1.64,h ocean,96800
40,2180.0,642.0,2464.0,631.0,1.5521,h ocean,90100
39,2569.0,688.0,2601.0,630.0,2.0754,h ocean,101400
38,1819.0,497.0,2110.0,499.0,1.6027,h ocean,97300
38,977.0,295.0,1073.0,292.0,1.0208,h ocean,86400
42,796.0,203.0,697.0,177.0,2.037,h ocean,92600
37,1812.0,500.0,1640.0,447.0,1.9348,h ocean,99100
47,1504.0,374.0,1168.0,358.0,1.4625,h ocean,94200
40,1475.0,347.0,1222.0,298.0,1.5303,h ocean,95300
39,1255.0,323.0,902.0,327.0,1.5812,h ocean,94000
52,1331.0,346.0,1144.0,362.0,1.5326,h ocean,90600
34,1462.0,394.0,1310.0,351.0,1.1557,h ocean,90100
38,1126.0,270.0,999.0,265.0,0.5495,h ocean,91700
34,1040.0,276.0,1083.0,255.0,1.6467,h ocean,90900
39,1529.0,358.0,1154.0,357.0,1.2091,h ocean,97900
38,1387.0,346.0,1240.0,355.0,1.6898,h ocean,95100
44,1513.0,369.0,1088.0,344.0,1.2969,h ocean,94400
39,1542.0,375.0,1256.0,361.0,1.7167,h ocean,100000
37,1625.0,383.0,1243.0,350.0,1.3971,h ocean,89800
42,1604.0,399.0,1581.0,387.0,1.7656,h ocean,96700
40,2044.0,538.0,2150.0,524.0,2.1437,h ocean,94800
42,1206.0,304.0,1167.0,250.0,1.615,h ocean,101300
39,882.0,221.0,697.0,189.0,1.8472,h ocean,99100
23,1983.0,611.0,2048.0,600.0,1.5313,h ocean,91400
35,1401.0,362.0,1357.0,327.0,2.0917,h ocean,99300
32,721.0,205.0,842.0,208.0,1.6029,h ocean,89700
39,1340.0,409.0,1463.0,367.0,1.5294,h ocean,111400
40,2808.0,695.0,2357.0,627.0,1.9655,h ocean,102300
39,1701.0,428.0,1468.0,411.0,1.9702,h ocean,93200
43,1201.0,292.0,840.0,252.0,2.7917,h ocean,105600
34,1089.0,278.0,995.0,315.0,2.3352,h ocean,107700
35,2073.0,494.0,1753.0,490.0,1.5,h ocean,93600
43,1156.0,291.0,1074.0,299.0,1.8814,h ocean,94900
30,1041.0,275.0,877.0,270.0,1.5268,h ocean,91600
38,637.0,204.0,679.0,162.0,1.5714,h ocean,89700
41,835.0,208.0,707.0,192.0,1.4103,h ocean,86200
40,935.0,226.0,818.0,236.0,1.8798,h ocean,101300
34,987.0,248.0,902.0,221.0,2.3365,h ocean,98000
34,1261.0,315.0,1027.0,303.0,2.2946,h ocean,88800
29,1579.0,351.0,1056.0,322.0,2.3056,h ocean,98500
35,1405.0,326.0,1086.0,273.0,1.0375,h ocean,89800
45,1080.0,218.0,850.0,237.0,2.25,h ocean,93400
44,1771.0,378.0,1296.0,399.0,1.6389,h ocean,96700
44,1481.0,329.0,999.0,315.0,1.5147,h ocean,94600
44,1103.0,265.0,760.0,247.0,1.6887,h ocean,99600
37,1002.0,270.0,1092.0,273.0,1.6333,h ocean,94500
41,1510.0,410.0,1408.0,389.0,1.65,h ocean,94200
38,1314.0,318.0,1080.0,285.0,1.5872,h ocean,89800
44,795.0,181.0,716.0,167.0,2.0,h ocean,90300
35,1562.0,403.0,1587.0,406.0,1.4917,h ocean,93200
41,570.0,135.0,466.0,121.0,2.6458,h ocean,91300
34,721.0,165.0,661.0,171.0,2.0789,h ocean,92400
37,973.0,221.0,842.0,178.0,1.6645,h ocean,94900
36,1467.0,369.0,1247.0,347.0,1.8191,h ocean,92700
36,1102.0,247.0,702.0,225.0,1.5256,h ocean,95400
42,1433.0,295.0,775.0,293.0,1.1326,h ocean,104800
42,657.0,147.0,526.0,132.0,2.5,h ocean,110200
40,1076.0,244.0,705.0,255.0,1.7986,h ocean,98900
36,1465.0,346.0,1147.0,324.0,1.7262,h ocean,88800
43,1309.0,344.0,1182.0,340.0,1.6625,h ocean,88700
30,1764.0,397.0,1406.0,362.0,1.449,h ocean,93100
39,2078.0,561.0,1901.0,504.0,1.1468,h ocean,96900
21,847.0,278.0,1283.0,277.0,1.4329,h ocean,94100
32,1381.0,375.0,1268.0,354.0,1.1051,h ocean,94200
9,456.0,130.0,438.0,114.0,0.8952,h ocean,81300
44,1631.0,338.0,1197.0,355.0,3.0788,h ocean,100000
42,1898.0,460.0,1503.0,429.0,2.5179,h ocean,97400
43,2021.0,379.0,1051.0,352.0,3.3836,h ocean,129900
47,1782.0,338.0,1003.0,329.0,2.5398,h ocean,105700
41,936.0,257.0,913.0,226.0,2.0313,h ocean,122600
40,1935.0,461.0,1616.0,433.0,2.875,h ocean,120200
41,896.0,198.0,605.0,168.0,2.2778,h ocean,128100
38,2073.0,500.0,1657.0,470.0,1.2098,h ocean,88400
39,1274.0,282.0,975.0,277.0,1.5114,h ocean,90400
43,269.0,74.0,295.0,79.0,2.2969,h ocean,90600
45,529.0,112.0,448.0,120.0,3.5833,h ocean,90600
52,117.0,33.0,74.0,45.0,0.4999,h ocean,90600
44,1463.0,312.0,940.0,312.0,2.3333,h ocean,99800
43,1113.0,378.0,1305.0,334.0,1.1434,h ocean,91300
43,793.0,435.0,736.0,231.0,0.8527,h ocean,90400
37,2667.0,671.0,2865.0,683.0,0.6831,h ocean,87500
40,1193.0,280.0,1210.0,286.0,1.35,h ocean,89500
37,649.0,147.0,653.0,147.0,1.4792,h ocean,97500
36,2316.0,543.0,1938.0,507.0,1.25,h ocean,97400
21,1260.0,342.0,1167.0,310.0,0.9708,h ocean,107600
28,2136.0,435.0,1799.0,476.0,1.5427,h ocean,95700
37,441.0,125.0,390.0,98.0,1.6513,h ocean,90200
25,764.0,200.0,801.0,220.0,1.1384,h ocean,100000
40,975.0,270.0,1068.0,270.0,0.9889,h ocean,87500
36,2452.0,734.0,2664.0,667.0,0.9298,h ocean,100000
42,819.0,233.0,899.0,228.0,1.1346,h ocean,85400
37,869.0,241.0,1040.0,233.0,2.0,h ocean,84200
34,796.0,180.0,673.0,144.0,2.0769,h ocean,88300
37,1027.0,258.0,824.0,248.0,1.5132,h ocean,86300
32,779.0,201.0,861.0,219.0,1.0625,h ocean,89800
42,380.0,106.0,411.0,100.0,0.9705,h ocean,90000
39,1215.0,273.0,1211.0,265.0,1.7212,h ocean,95500
39,1141.0,258.0,1313.0,234.0,2.0187,h ocean,90100
35,1090.0,267.0,1339.0,263.0,2.1607,h ocean,97600
36,1110.0,435.0,1417.0,302.0,2.3333,h ocean,92100
30,940.0,211.0,1071.0,204.0,1.2679,h ocean,92000
36,501.0,123.0,487.0,118.0,1.3,h ocean,87000
39,2065.0,532.0,2015.0,535.0,0.8478,h ocean,104900
32,1063.0,282.0,992.0,253.0,0.8984,h ocean,88700
29,6447.0,1012.0,2184.0,960.0,8.2816,h ocean,500001
32,5578.0,753.0,1567.0,697.0,8.946750000000016,h ocean,500001
27,2089.0,303.0,654.0,270.0,8.946750000000016,h ocean,500001
27,8853.520000000019,1440.0,3511.0,1352.0,8.946750000000016,h ocean,500001
27,1613.0,200.0,497.0,197.0,7.9835,h ocean,500001
20,8853.520000000019,1617.0,3731.0,1511.0,8.946750000000016,h ocean,500001
36,3129.0,392.0,862.0,334.0,8.946750000000016,h ocean,500001
46,778.0,90.0,238.0,93.0,8.946750000000016,h ocean,500001
52,1500.0,176.0,384.0,145.0,7.1576,h ocean,500001
31,6675.0,842.0,2092.0,796.0,8.946750000000016,h ocean,500001
35,3247.0,525.0,1065.0,484.0,7.8426,h ocean,500001
32,8041.0,1141.0,2768.0,1106.0,8.946750000000016,h ocean,500001
27,6603.0,879.0,2336.0,868.0,8.946750000000016,h ocean,500001
29,4767.0,777.0,1500.0,638.0,8.946750000000016,h ocean,500001
40,3351.0,484.0,1564.0,523.0,8.5153,h ocean,500001
37,4042.0,549.0,1318.0,542.0,8.946750000000016,h ocean,500001
42,2861.0,360.0,829.0,310.0,8.946750000000016,h ocean,500001
36,2929.0,366.0,1054.0,352.0,8.946750000000016,h ocean,500001
29,8853.520000000019,1117.0,2919.0,1061.0,8.946750000000016,h ocean,500001
39,1487.0,163.0,414.0,160.0,8.946750000000016,h ocean,500001
37,5477.0,833.0,1925.0,757.0,8.1888,h ocean,500001
45,1814.0,325.0,709.0,311.0,4.825,h ocean,500001
47,1985.0,315.0,819.0,340.0,6.5147,h ocean,500001
14,7970.0,1142.0,2926.0,1096.0,8.946750000000016,h ocean,500001
33,6778.0,1092.0,2540.0,1052.0,8.565,h ocean,500001
41,1482.0,239.0,617.0,242.0,8.8619,h ocean,500001
34,2095.0,343.0,662.0,299.0,8.2934,h ocean,500001
24,2332.0,349.0,761.0,325.0,7.3031,h ocean,500001
21,3755.0,525.0,1493.0,526.0,8.946750000000016,h ocean,500001
35,8853.520000000019,1739.0,3646.0,1581.0,6.0307,h ocean,500001
42,993.0,130.0,368.0,134.0,8.946750000000016,h ocean,500001
43,2167.0,254.0,761.0,256.0,8.946750000000016,h ocean,500001
45,1711.0,264.0,735.0,261.0,8.946750000000016,h ocean,500001
40,4350.0,763.0,1551.0,665.0,7.0318,h ocean,500001
36,4152.0,542.0,1461.0,550.0,8.946750000000016,h ocean,500001
39,2603.0,456.0,928.0,410.0,7.9096,near ocean,500001
38,4715.0,691.0,1660.0,637.0,8.946750000000016,h ocean,500001
45,1271.0,190.0,419.0,171.0,7.6447,h ocean,500001
45,3030.0,433.0,916.0,399.0,8.946750000000016,h ocean,500001
48,3623.0,528.0,1282.0,516.0,8.946750000000016,h ocean,500001
42,1918.0,216.0,632.0,224.0,8.946750000000016,h ocean,500001
26,6577.0,1739.0,2937.0,1581.0,4.801,h ocean,500001
20,5448.0,1532.0,2202.0,1442.0,4.2554,h ocean,500001
25,2689.0,719.0,1229.0,663.0,3.5909,h ocean,500001
25,4077.0,1151.0,1719.0,1017.0,3.7721,h ocean,337500
21,3639.0,1002.0,1489.0,983.0,4.6197,h ocean,387500
22,5215.0,1193.0,2048.0,1121.0,4.7009,h ocean,500001
27,4401.0,1033.0,1725.0,962.0,4.175,h ocean,500001
36,2143.0,434.0,751.0,396.0,6.7496,h ocean,500001
45,1346.0,214.0,415.0,209.0,7.0285,h ocean,500001
46,1399.0,148.0,410.0,152.0,8.946750000000016,h ocean,500001
34,3203.0,483.0,949.0,439.0,8.946750000000016,h ocean,500001
38,3251.0,656.0,1251.0,593.0,7.7382,h ocean,500001
26,3535.0,748.0,1322.0,666.0,7.1674,h ocean,500001
35,1973.0,332.0,1257.0,296.0,8.946750000000016,h ocean,500001
28,3910.0,959.0,1763.0,867.0,5.5,h ocean,500001
21,730.0,263.0,965.0,224.0,2.0511,h ocean,350000
14,520.0,292.0,282.0,213.0,2.2857,h ocean,500001
13,4284.0,1452.0,3806.0,1252.0,1.3125,h ocean,350000
